,ClosestCountries5,ClosestCountries10,ClosestCountries30
nan_Afghanistan,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates|nan_Oman|nan_Qatar|nan_Bahrain|nan_Kazakhstan|nan_Kuwait,nan_Pakistan|nan_Uzbekistan|nan_Iran|nan_Kyrgyzstan|nan_United Arab Emirates|nan_Oman|nan_Qatar|nan_Bahrain|nan_Kazakhstan|nan_Kuwait|nan_Azerbaijan|nan_India|nan_Nepal|nan_Armenia|nan_Iraq|Xinjiang_China|nan_Georgia|Tibet_China|nan_Saudi Arabia|nan_Syria|nan_Bhutan|nan_Yemen|nan_Bangladesh|nan_Jordan|nan_Lebanon|nan_Turkey|nan_West Bank and Gaza|nan_Israel|Qinghai_China|nan_Cyprus
Florida_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Georgia_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Hawaii_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Idaho_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Illinois_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Indiana_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Iowa_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Kansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Kentucky_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Louisiana_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Maine_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Maryland_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Massachusetts_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Minnesota_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Mississippi_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Missouri_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Montana_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Nebraska_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Nevada_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
New Hampshire_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
New Jersey_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
New Mexico_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
New York_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
North Carolina_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
North Dakota_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Ohio_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Oklahoma_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Oregon_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Pennsylvania_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Rhode Island_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
South Carolina_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
South Dakota_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Tennessee_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Texas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Utah_US,Grand Princess_Canada|British Columbia_Canada|Saskatchewan_Canada|Alberta_Canada|nan_US,Grand Princess_Canada|British Columbia_Canada|Saskatchewan_Canada|Alberta_Canada|nan_US|Manitoba_Canada|nan_Mexico|Ontario_Canada|Northwest Territories_Canada|Yukon_Canada,Grand Princess_Canada|British Columbia_Canada|Saskatchewan_Canada|Alberta_Canada|nan_US|Manitoba_Canada|nan_Mexico|Ontario_Canada|Northwest Territories_Canada|Yukon_Canada|Quebec_Canada|nan_Guatemala|New Brunswick_Canada|nan_Bahamas|nan_Cuba|nan_El Salvador|Cayman Islands_United Kingdom|nan_Honduras|Prince Edward Island_Canada|Nova Scotia_Canada|nan_Nicaragua|nan_Jamaica|Newfoundland and Labrador_Canada|Bermuda_United Kingdom|Turks and Caicos Islands_United Kingdom|Saint Pierre and Miquelon_France|nan_Costa Rica|nan_Haiti|nan_Dominican Republic|nan_Panama
Vermont_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Virginia_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
Washington_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US,Nevada_US|Alaska_US|Arizona_US|Nebraska_US|Arkansas_US|Montana_US|Missouri_US|Mississippi_US|Minnesota_US|Michigan_US|Massachusetts_US|Maryland_US|Maine_US|Louisiana_US|Kentucky_US|Kansas_US|Colorado_US|Connecticut_US|Iowa_US|Indiana_US|Illinois_US|Idaho_US|Hawaii_US|Georgia_US|Florida_US|New Hampshire_US|District of Columbia_US|New Jersey_US|New York_US|nan_Diamond Princess
